actor_i,actor_j,presence_jaccard,rpa_jaccard,both_eu,both_nato,both_brics
Belarus,South Africa,0.34375,0.15384615384615385,False,False,False
Belarus,Spain,0.36666666666666664,0.08,False,False,False
Belarus,Sweden,0.36,0.23809523809523808,False,False,False
Belarus,Switzerland,0.125,0.15384615384615385,False,False,False
Belarus,Türkiye,0.4,0.2857142857142857,False,False,False
Belarus,Ukraine,0.28,0.2222222222222222,False,False,False
Belarus,United Kingdom,0.36585365853658536,0.13333333333333333,False,False,False
Belarus,United States,0.3333333333333333,0.14814814814814814,False,False,False
Belarus,Uruguay,0.3870967741935484,0.20833333333333334,False,False,False
Belarus,Venezuela,0.25,0.21428571428571427,False,False,False
Belgium,Brazil,0.6875,0.25,False,False,False
Belgium,Bulgaria,0.48148148148148145,0.35294117647058826,True,True,False
Belgium,Canada,0.32142857142857145,0.17647058823529413,False,True,False
Belgium,Chile,0.7222222222222222,0.22727272727272727,False,False,False
Belgium,China,0.59375,0.2916666666666667,False,False,False
Belgium,Colombia,0.3333333333333333,0.17647058823529413,False,False,False
Belgium,Czechia,0.35714285714285715,0.2631578947368421,True,True,False
Belgium,Denmark,0.07407407407407407,0.14285714285714285,True,True,False
Belgium,Ecuador,0.6896551724137931,0.2857142857142857,False,False,False
Belgium,Estonia,0.14814814814814814,0.2857142857142857,True,True,False
Belgium,Finland,0.5,0.35,True,True,False
Belgium,France,0.75,0.3333333333333333,True,True,False
Belgium,Germany,0.7027027027027027,0.17857142857142858,True,True,False
Belgium,Greece,0.07407407407407407,0.14285714285714285,True,True,False
Belgium,Iceland,0.037037037037037035,0.07142857142857142,False,True,False
Belgium,India,0.59375,0.125,False,False,False
Belgium,Italy,0.7666666666666667,0.3181818181818182,True,True,False
Belgium,Japan,0.625,0.22727272727272727,False,False,False
Belgium,Kazakhstan,0.037037037037037035,0.0,False,False,False
Belgium,Korea (DPRK),0.07407407407407407,0.14285714285714285,False,False,False
Belgium,Korea (ROK),0.5454545454545454,0.25,False,False,False
Belgium,Malaysia,0.14814814814814814,0.125,False,False,False
Belgium,Netherlands,0.6774193548387096,0.42105263157894735,True,True,False
Belgium,New Zealand,0.5909090909090909,0.16666666666666666,False,False,False
Belgium,Norway,0.65,0.18518518518518517,False,True,False
Belgium,Peru,0.7586206896551724,0.2857142857142857,False,False,False
Belgium,Poland,0.5,0.13636363636363635,True,True,False
