actor_a,actor_b,actor_c,actor_a_idx,actor_b_idx,actor_c_idx,regime_triplet,k_small,k_mid,k_large,union_topics,sum_support,coverage_efficiency,unique_topics,mean_pairwise_overlap,coverage_efficiency_null,mean_pairwise_overlap_null,coverage_efficiency_resid,mean_pairwise_overlap_resid
Russian Federation,Brazil,Portugal,1,8,9,1-2-3,7,16,19,31,42,0.7380952380952381,21,0.16209876543209875,0.7065467851182825,0.21530489648350123,0.03154845297695563,-0.05320613105140248
Russian Federation,Brazil,Bulgaria,1,8,10,1-2-3,9,16,19,29,44,0.6590909090909091,16,0.24402858999350227,0.7059974160387248,0.21555536162135408,-0.04690650694781573,0.02847322837214819
Russian Federation,Brazil,Venezuela,1,8,11,1-2-3,5,16,19,28,40,0.7,18,0.2019400352733686,0.7078201799260566,0.21424013440003944,-0.007820179926056658,-0.01230009912667085
Russian Federation,Brazil,Türkiye,1,8,12,1-2-3,6,16,19,29,41,0.7073170731707317,19,0.20182501341921633,0.7069757889599694,0.21486213723838904,0.00034128421076229376,-0.013037123819172713
Russian Federation,Portugal,Bulgaria,1,9,10,1-1-3,7,9,19,28,35,0.8,22,0.16444444444444442,0.7098200443978081,0.21270169975982173,0.09017995560219194,-0.048257255315377307
Russian Federation,Portugal,Venezuela,1,9,11,1-1-3,5,7,19,26,31,0.8387096774193549,22,0.12761904761904763,0.7114742705771675,0.2112696745962057,0.12723540684218737,-0.08365062697715805
Russian Federation,Portugal,Türkiye,1,9,12,1-1-3,6,7,19,28,32,0.875,25,0.10292490118577076,0.7098175730123151,0.21325231764685787,0.16518242698768493,-0.11032741646108711
Russian Federation,Bulgaria,Venezuela,1,10,11,1-1-3,5,9,19,26,33,0.7878787878787878,21,0.17852813852813854,0.7116303128114526,0.21062010123214955,0.07624847506733523,-0.03209196270401102
Russian Federation,Bulgaria,Türkiye,1,10,12,1-1-3,6,9,19,27,34,0.7941176470588235,21,0.15231884057971015,0.7112857601870503,0.21080228182128666,0.08283188687177323,-0.058483441241576506
Russian Federation,Venezuela,Türkiye,1,11,12,1-1-3,5,6,19,24,30,0.8,19,0.1506786289394985,0.7111863854419398,0.21192567671502638,0.08881361455806025,-0.06124704777552789
Norway,Finland,India,2,3,4,2-2-3,13,13,18,29,44,0.6590909090909091,17,0.26132478632478634,0.7025495999467707,0.21732641120971066,-0.043458690855861626,0.04399837511507568
Norway,Finland,Belarus,2,3,5,2-2-3,12,13,18,29,43,0.6744186046511628,18,0.25269905533063425,0.7038786339921159,0.21673953052534717,-0.029460029340953153,0.03595952480528708
Norway,Finland,Canada,2,3,6,1-2-3,6,13,18,27,37,0.7297297297297297,19,0.21345321345321344,0.7104400806087937,0.211617646422342,0.019289649120936003,0.0018355670308714545
Norway,Finland,Poland,2,3,7,2-2-3,11,13,18,30,42,0.7142857142857143,19,0.18136211614472486,0.7048401288814377,0.21631174084481544,0.009445585404276646,-0.03494962470009058
Norway,Finland,Brazil,2,3,8,2-2-3,13,16,18,31,47,0.6595744680851063,19,0.2775064441731108,0.7020065516524385,0.2176551429717758,-0.04243208356733219,0.05985130120133503
Norway,Finland,Portugal,2,3,9,1-2-3,7,13,18,28,38,0.7368421052631579,19,0.17642140468227427,0.7080303172432247,0.21413382244066506,0.028811788019933116,-0.03771241775839079
Norway,Finland,Bulgaria,2,3,10,1-2-3,9,13,18,28,40,0.7,18,0.23076923076923075,0.7066991660706635,0.2150302146221527,-0.006699166070663565,0.015739016147078067
Norway,Finland,Venezuela,2,3,11,1-2-3,5,13,18,27,36,0.75,19,0.1744921744921745,0.7115912784934955,0.21074931130067354,0.03840872150650454,-0.03625713680849904
Norway,Finland,Türkiye,2,3,12,1-2-3,6,13,18,28,37,0.7567567567567568,21,0.1832944832944833,0.7104400806087937,0.211617646422342,0.04631667614796309,-0.02832316312785868
Norway,India,Belarus,2,4,5,2-2-3,12,13,18,27,43,0.627906976744186,14,0.2858187134502924,0.7038786339921159,0.21673953052534717,-0.07597165724792987,0.06907918292494525
Norway,India,Canada,2,4,6,1-2-3,6,13,18,25,37,0.6756756756756757,14,0.2164141414141414,0.7104400806087937,0.211617646422342,-0.034764404933118054,0.004796494991799405
Norway,India,Poland,2,4,7,2-2-3,11,13,18,27,42,0.6428571428571429,16,0.2952898550724638,0.7048401288814377,0.21631174084481544,-0.06198298602429475,0.07897811422764836
Norway,India,Brazil,2,4,8,2-2-3,13,16,18,30,47,0.6382978723404256,18,0.31062610229276894,0.7020065516524385,0.2176551429717758,-0.06370867931201296,0.09297095932099314
Norway,India,Portugal,2,4,9,1-2-3,7,13,18,26,38,0.6842105263157895,14,0.18503125888036376,0.7080303172432247,0.21413382244066506,-0.023819790927435247,-0.029102563560301303
Norway,India,Bulgaria,2,4,10,1-2-3,9,13,18,27,40,0.675,16,0.23692810457516342,0.7066991660706635,0.2150302146221527,-0.031699166070663476,0.02189788995301073
Norway,India,Venezuela,2,4,11,1-2-3,5,13,18,26,36,0.7222222222222222,17,0.17904040404040403,0.7115912784934955,0.21074931130067354,0.01063094372872675,-0.03170890726026951
Norway,India,Türkiye,2,4,12,1-2-3,6,13,18,25,37,0.6756756756756757,15,0.24657287157287158,0.7104400806087937,0.211617646422342,-0.034764404933118054,0.034955225150529595
Norway,Belarus,Canada,2,5,6,1-2-3,6,12,18,25,36,0.6944444444444444,15,0.20887445887445888,0.7116448756899497,0.21056938716268483,-0.0172004312455053,-0.0016949282882259553
Norway,Belarus,Poland,2,5,7,2-2-3,11,12,18,28,41,0.6829268292682927,17,0.2202898550724638,0.704050355186298,0.21726657489964946,-0.02112352591800526,0.0030232801728143355
Norway,Belarus,Brazil,2,5,8,2-2-3,12,16,18,30,46,0.6521739130434783,19,0.3030864197530864,0.7035368435277775,0.21680683942347226,-0.051362930484299185,0.08627958032961416
Norway,Belarus,Portugal,2,5,9,1-2-3,7,12,18,27,37,0.7297297297297297,18,0.17481884057971012,0.709360526857359,0.21295398528335668,0.020369202872370762,-0.03813514470364657
Norway,Belarus,Bulgaria,2,5,10,1-2-3,9,12,18,27,39,0.6923076923076923,15,0.18055555555555555,0.7062646942112859,0.2156097273316654,-0.013957001903593613,-0.03505417177610984
Norway,Belarus,Venezuela,2,5,11,1-2-3,5,12,18,25,35,0.7142857142857143,15,0.1699134199134199,0.7119541974792715,0.21051347533430928,0.002331516806442835,-0.040600055420889375
