query_from,query_to,query_cat,query_topic,query_status,query_doc_type,result_page,result_index,arec_id,aatm_id,irec_no,instrument_no,year_meeting,meeting_no,meeting_city,subject,detail_url,title,legal_status,adoption_date,entry_into_force,approval_count,approval_countries,approval_dates,approval_text,characteristic_count,characteristic_links,characteristics_json,approvals_json,content,parse_error
01/01/1958,01/01/2158,0,0,0,2,9,9,601,80,M15,15,2015,ATCM XXXVIII - CEP XVIII,Sofia,"Antarctic Specially Protected Area No 163 (Dakshin Gangotri Glacier, Dronning Maud Land): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/601?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 15 (2015) - ATCM XXXVIII - CEP XVIII, Sofia",Effective 31/10/2015 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 31 Oct 2015,7,https://documents.ats.aq/recatt/att576_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 163 (Dakshin Gangotri Glacier, Dronning Maud Land): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 31/10/2015 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Dakshin Gangotri (ASPA 163)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 163 - Dakshin Gangotri Glacier, Dronning Maud Land\n                                        . Replaced by M17 (2021)"",""Url"":""https://documents.ats.aq/recatt/att576_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""144"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 163 annexed to this Measure revoked by Measure 17 (2021)."",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,9,10,602,80,M16,16,2015,ATCM XXXVIII - CEP XVIII,Sofia,"Antarctic Specially Protected Area No 164 (Scullin and Murray Monoliths, Mac.Robertson Land): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/602?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 16 (2015) - ATCM XXXVIII - CEP XVIII, Sofia",Effective 31/10/2015 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 31 Oct 2015,7,https://documents.ats.aq/recatt/att577_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 164 (Scullin and Murray Monoliths, Mac.Robertson Land): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 31/10/2015 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Scullin and Murray Monolites (ASPA 164)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No. 164 - Scullin and Murray Monoliths, Mac.Robertson Land\n                                        . Replaced by M17 (2022)"",""Url"":""https://documents.ats.aq/recatt/att577_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""144"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 164 annexed to this Measure revoked by Measure 17 (2022)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,9,11,603,80,M17,17,2015,ATCM XXXVIII - CEP XVIII,Sofia,"Antarctic Specially Protected Area No 168 (Mount Harding, Grove Mountains, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/603?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 17 (2015) - ATCM XXXVIII - CEP XVIII, Sofia",Effective 31/10/2015 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 31 Oct 2015,7,https://documents.ats.aq/recatt/att578_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 168 (Mount Harding, Grove Mountains, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 31/10/2015 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Mount Harding (ASPA 168)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No. 168 - Mount Harding, Grove Mountains, East Antarctica\n                                        . Replaced by M15 (2023)"",""Url"":""https://documents.ats.aq/recatt/att578_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""144"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 168 annexed to this Measure revoked by Measure 15 (2023)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,9,12,604,80,M18,18,2015,ATCM XXXVIII - CEP XVIII,Sofia,"Antarctic Specially Managed Area No 2 (McMurdo Dry Valleys, Southern Victoria Land): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/604?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 18 (2015) - ATCM XXXVIII - CEP XVIII, Sofia",Effective 31/10/2015 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 31 Oct 2015,6,https://documents.ats.aq/recatt/att579_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Managed Area No 2 (McMurdo Dry Valleys, Southern Victoria Land): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 31/10/2015 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- McMurdo Dry Valleys (ASMA 2)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASMA No. 2 - McMurdo Dry Valleys"",""Url"":""https://documents.ats.aq/recatt/att579_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""144"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,9,13,605,80,M19,19,2015,ATCM XXXVIII - CEP XVIII,Sofia,"Revised List of Antarctic Historic Sites and Monuments: Lame Dog Hut at the Bulgarian base St. Kliment Ohridski, Livingston Island and Oversnow heavy tractor “Kharkovchanka” that was used in Antarctica from 1959 to 2010",https://www.ats.aq/devAS/Meetings/Measure/605?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 19 (2015) - ATCM XXXVIII - CEP XVIII, Sofia",Effective 31/10/2015 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 31 Oct 2015,7,https://documents.ats.aq/recatt/att580_e.pdf,"[{""Title"":""Subject"",""Text"":""Revised List of Antarctic Historic Sites and Monuments: Lame Dog Hut at the Bulgarian base St. Kliment Ohridski, Livingston Island and Oversnow heavy tractor “Kharkovchanka” that was used in Antarctica from 1959 to 2010"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 31/10/2015 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- HSMs - general\n                                - Lame Dog Hut at the Bulgarian base St. Kliment Ohridski (HSM 91)\n                                - Oversnow heavy tractor \u003cKharkovchanka\u003e (HSM 92)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Annex: Revised List of Historic Sites and Monuments\n                                        . Replaced by M9 (2016)"",""Url"":""https://documents.ats.aq/recatt/att580_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""147"",""Url"":null},{""Title"":""Memo"",""Text"":""List of Historic Sites and Monuments annexed to this Measure revised and updated by Measure 9 (2016)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,9,14,561,79,M1,1,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 113 (Litchfield Island, Arthur Harbor, Anvers Island, Palmer Archipelago): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/561?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 1 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att541_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 113 (Litchfield Island, Arthur Harbor, Anvers Island, Palmer Archipelago): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Litchfield Island (ASPA 113)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 113 – Litchfield Island\n                                        . Replaced by M5 (2022)"",""Url"":""https://documents.ats.aq/recatt/att541_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 113 annexed to this Measure revoked by Measure 5 (2022)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,0,562,79,M2,2,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 121 (Cape Royds, Ross Island): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/562?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 2 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att542_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 121 (Cape Royds, Ross Island): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Cape Royds (ASPA 121)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 121 - Cape Royds\n                                        . Replaced by M9 (2021)"",""Url"":""https://documents.ats.aq/recatt/att542_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 121 annexed to this Measure revoked by Measure 9 (2021)."",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,1,563,79,M3,3,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 124 (Cape Crozier, Ross Island): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/563?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 3 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att543_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 124 (Cape Crozier, Ross Island): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Cape Crozier (ASPA 124)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 124 - Cape Crozier\n                                        . Replaced by M9 (2022)"",""Url"":""https://documents.ats.aq/recatt/att543_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 124 annexed to this Measure revoked by Measure 9 (2022)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,2,564,79,M4,4,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/564?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 4 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att544_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Admiralty Bay (ASPA 128)\n                                - ASPAs (Antarctic Specially Protected Areas)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA 128  Revised Management Plan\n                                        . Replaced by M2 (2019)"",""Url"":""https://documents.ats.aq/recatt/att544_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for ASPA No 128 annexed to this Measure revoked by Measure 2 (2019)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,3,565,79,M5,5,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/565?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 5 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,6,https://documents.ats.aq/recatt/att545_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Clark Peninsula (ASPA 136)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 136 - Clark Peninsula\n                                        . Replaced by M4 (2024)"",""Url"":""https://documents.ats.aq/recatt/att545_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,4,566,79,M6,6,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 139 (Biscoe Point, Anvers Island, Palmer Archipelago): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/566?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 6 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att546_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 139 (Biscoe Point, Anvers Island, Palmer Archipelago): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Biscoe Point (ASPA 139)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 139 - Biscoe Point\n                                        . Replaced by M14 (2022)"",""Url"":""https://documents.ats.aq/recatt/att546_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 139 annexed to this Measure revoked by Measure 14 (2022)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,5,567,79,M7,7,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/567?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 7 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att547_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Yukidori Valley (ASPA 141)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 141 - Yukidori Valley\n                                        . Replaced by M3 (2019)"",""Url"":""https://documents.ats.aq/recatt/att547_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for ASPA No 141 annexed to this Measure revoked by Measure 3 (2019)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,6,568,79,M8,8,2014,ATCM XXXVII - CEP XVII,Brasilia,Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan,https://www.ats.aq/devAS/Meetings/Measure/568?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 8 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att548_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Svarthamaren (ASPA 142)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 142 - Svarthamaren\n                                        . Replaced by M4 (2019)"",""Url"":""https://documents.ats.aq/recatt/att548_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for ASPA No 142 annexed to this Measure revoked by Measure 4 (2019)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,7,569,79,M9,9,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 162 (Mawson’s Huts, Cape Denison, Commonwealth Bay, George V Land, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/569?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 9 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att549_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 162 (Mawson’s Huts, Cape Denison, Commonwealth Bay, George V Land, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPA/ASMA De-designation\n                                - ASPAs (Antarctic Specially Protected Areas)\n                                - Cape Denison (ASMA 3)\n                                - Mawson's Huts (ASPA 162)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 162 - Mawson´s Huts\n                                        . Replaced by M1 (2025)"",""Url"":""https://documents.ats.aq/recatt/att549_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 162 annexed to Measure 9 (2014) revoked by Measure 1 (2025)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,8,570,79,M10,10,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 169 (Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/570?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 10 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att550_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 169 (Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Amanda Bay (ASPA 169)\n                                - ASPAs (Antarctic Specially Protected Areas)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 169 - Amanda Bay\n                                        . Replaced by M2 (2025)"",""Url"":""https://documents.ats.aq/recatt/att550_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Protected Area No 169 annexed to Measure 10 (2014) revoked by Measure 2 (2025)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,9,571,79,M11,11,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/571?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 11 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att551_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Narębski Point (ASPA 171)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 171- Narębski Point\n                                        . Replaced by M8 (2019)"",""Url"":""https://documents.ats.aq/recatt/att551_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for ASPA No 171 annexed to this Measure revoked by Measure 8 (2019)"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,10,572,79,M12,12,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Protected Area No 174 (Stornes, Larsemann Hills, Princess Elizabeth Land): Management Plan",https://www.ats.aq/devAS/Meetings/Measure/572?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 12 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,6,https://documents.ats.aq/recatt/att552_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 174 (Stornes, Larsemann Hills, Princess Elizabeth Land): Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPAs (Antarctic Specially Protected Areas)\n                                - Stornes, Larsemann Hills, Princess Elizabeth (ASPA 174)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 174 - Stornes, Larsemann Hills"",""Url"":""https://documents.ats.aq/recatt/att552_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,11,573,79,M13,13,2014,ATCM XXXVII - CEP XVII,Brasilia,Antarctic Specially Protected Area No 175 (High Altitude Geothermal sites of the Ross Sea region): Management Plan,https://www.ats.aq/devAS/Meetings/Measure/573?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 13 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,6,https://documents.ats.aq/recatt/att553_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 175 (High Altitude Geothermal sites of the Ross Sea region): Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- ASPA/ASMA De-designation\n                                - ASPAs (Antarctic Specially Protected Areas)\n                                - High Altitude Geothermal sites (ASPA 175)\n                                - Summit of Mount Melbourne (ASPA 118)\n                                - Tramway Ridge (ASPA 130)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASPA No 175 - High Altitude Geothermal sites\n                                        . Replaced by M14 (2024)"",""Url"":""https://documents.ats.aq/recatt/att553_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,10,12,574,79,M14,14,2014,ATCM XXXVII - CEP XVII,Brasilia,"Antarctic Specially Managed Area No 1 (Admiralty Bay, King George Island): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/574?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 14 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Effective 05/08/2014 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 5 Aug 2014,7,https://documents.ats.aq/recatt/att554_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Managed Area No 1 (Admiralty Bay, King George Island): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 05/08/2014 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Admiralty Bay (ASMA 1)\n                                - ASMAs (Antarctic Specially Managed Areas)"",""Url"":null},{""Title"":""Attachments"",""Text"":""ASMA No 1 - Admiralty Bay\n                                        . Replaced by M1 (2023)"",""Url"":""https://documents.ats.aq/recatt/att554_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""127"",""Url"":null},{""Title"":""Memo"",""Text"":""Management Plan for Antarctic Specially Managed Area No 1 annexed to this Measure revoked by Measure 1 (2023)"",""Url"":null}]",null,,
